id,totalcommamt,url,teamleadname,status,sector1,project_name,lendinginstr,impagency,countrycode,boardapprovaldate,closingdate
P010261,70000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010261,NIL,Closed,(Historic)Trade policy reform,Export Development Project,Sector Adjustment Loan,,['PK'],1986-05-27,1988-12-31
P010260,90000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010260,NIL,Closed,(Historic)Hydro,Power - WAPDA Project (06),Specific Investment Loan,,['PK'],1986-05-22,1993-06-30
P010258,220000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010258,NIL,Closed,(Historic)Agricultural credit,Agricultural Development Bank Project (06),Financial Intermediary Loan,,['PK'],1986-05-15,1992-12-31
P010253,10000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010253,NIL,Closed,Irrigation and Drainage,SCARP Transition & Improvement Project,Specific Investment Loan,,['PK'],1986-05-08,1992-06-30
P010252,40200000,https://projects.worldbank.org/en/projects-operations/project-detail/P010252,NIL,Closed,Vocational training,Vocational Training Project (02),Specific Investment Loan,,['PK'],1986-03-25,1996-12-31
P010251,70000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010251,Navaid A. Qureshi,Closed,(Historic)Urban management,Karachi Special Development Program Project,Specific Investment Loan,,['PK'],1986-01-14,1994-09-30
P010250,150000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010250,NIL,Closed,(Historic)Other finance,Industrial Investment Credit Project (02),Financial Intermediary Loan,,['PK'],1986-01-07,1992-12-31
P010221,52500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010221,NIL,Closed,Primary Education,Primary Education Project (02),Sector Investment and Maintenance Loan,,['PK'],1985-06-06,1993-03-31
P010220,34500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010220,NIL,Closed,Irrigation and Drainage,On-farm Water Management Project (02),Specific Investment Loan,,['PK'],1985-06-06,1991-12-31
P010219,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010219,NIL,Closed,(Historic)Distribution and transmission,POWER - WAPDA Project (05),Sector Investment and Maintenance Loan,,['PK'],1985-05-28,1993-12-31
P010218,178000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010218,NIL,Closed,(Historic)Electric power and other energy adjustment,Energy Sector Loan Project,Sector Adjustment Loan,,['PK'],1985-05-23,1988-12-31
P010217,55000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010217,NIL,Closed,(Historic)Oil and gas exploration and development,Petroleum Resources Joint Venture Project,Specific Investment Loan,,['PK'],1985-05-23,1989-06-30
P010212,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010212,NIL,Closed,(Historic)Other power and energy conversion,Power - WAPDA Project (04),Sector Investment and Maintenance Loan,,['PK'],1985-03-07,1992-12-31
P010209,150000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010209,NIL,Closed,Irrigation and Drainage,Irrigation - LBOD - Stage Project (01),Specific Investment Loan,,['PK'],1984-12-13,1997-12-31
P010210,8300000,https://projects.worldbank.org/en/projects-operations/project-detail/P010210,NIL,Closed,(Historic)Agricultural extension,Baluchistan Agricultural Extension and Adaptive Research Project,Specific Investment Loan,,['PK'],1984-12-13,1992-06-30
P010204,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010204,NIL,Closed,(Historic)Small scale enterprise,Small Industries Project (02),Financial Intermediary Loan,,['PK'],1984-06-14,1992-06-30
P010202,46500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010202,NIL,Closed,Irrigation and Drainage,Command Water Management Project,Specific Investment Loan,,['PK'],1984-05-29,1992-12-31
P010201,7000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010201,NIL,Closed,(Historic)Public sector management adjustment,Technical Assistance Project (02),Technical Assistance Loan,,['PK'],1984-05-22,1988-12-31
P010198,21000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010198,NIL,Closed,(Historic)Agriculture adjustment,Integrated Hill Farming Development Project,Specific Investment Loan,,['PK'],1984-04-17,1992-03-31
P010196,100000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010196,NIL,Closed,(Historic)Financial sector development,Industrial Investment Credit Project (01),Financial Intermediary Loan,,['PK'],1984-02-02,1990-12-31
P010195,30000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010195,NIL,Closed,(Historic)Oil and gas exploration and development,Toot Oil and Gas Development Project (02),Specific Investment Loan,,['PK'],1984-01-10,1988-06-30
P010194,51500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010194,NIL,Closed,(Historic)Oil and gas exploration and development,Petroleum Exploration Project,Specific Investment Loan,,['PK'],1983-10-18,1989-03-31
P010191,43000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010191,NIL,Closed,(Historic)Oil and gas transportation,Sui Northern Gas Project (05),Specific Investment Loan,,['PK'],1983-06-23,1989-06-30
P010190,57800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010190,NIL,Closed,(Historic)Agricultural credit,Agricultural Development Bank Project (05),Financial Intermediary Loan,,['PK'],1983-06-07,1987-06-30
P010188,65000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010188,NIL,Closed,Irrigation and Drainage,Drainage Project (04),Specific Investment Loan,,['PK'],1983-05-31,1993-12-31
P010187,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010187,NIL,Closed,(Historic)Urban water supply,Karachi Water Supply Project,Specific Investment Loan,,['PK'],1983-05-26,1991-10-31
P010185,7000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010185,NIL,Closed,(Historic)Mining and other extractive,Coal Engineering Project,Technical Assistance Loan,,['PK'],1983-05-03,1987-06-30
P010184,18000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010184,NIL,Closed,(Historic)Targeted health,Population Project,Sector Investment and Maintenance Loan,,['PK'],1983-04-26,1989-06-30
P010183,16000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010183,NIL,Closed,(Historic)Urban management,Lahore Urban Development Project,Specific Investment Loan,,['PK'],1983-04-19,1992-12-31
P010181,10200000,https://projects.worldbank.org/en/projects-operations/project-detail/P010181,NIL,Closed,Irrigation and Drainage,Reservoir Maintenance Facilities Project,Specific Investment Loan,,['PK'],1983-03-15,1991-06-30
P010178,12000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010178,NIL,Closed,"(Historic)Refining, storage and distribution",Refinery Engineering and Energy Efficiency Project,Technical Assistance Loan,,['PK'],1982-12-14,1986-06-30
P010177,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010177,NIL,Closed,Railways,Railway Project (11),Sector Investment and Maintenance Loan,,['PK'],1982-07-01,1985-12-31
P010174,38500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010174,NIL,Closed,(Historic)Industrial restructuring,Fertilizer Industry Rehabilitation Project,Specific Investment Loan,,['PK'],1982-06-08,1987-06-30
P010172,140000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010172,NIL,Closed,(Historic)Economic management,Structural Adjustment Loan Project,Structural Adjustment Loan,,['PK'],1982-06-01,1983-12-31
P010173,7000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010173,NIL,Closed,(Historic)Public sector management adjustment,Technical Assistance Project,Technical Assistance Loan,,['PK'],1982-06-01,1986-12-31
P010171,14000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010171,NIL,Closed,Irrigation and Drainage,Baluchistan Minor Irrigation and Agricultural Development Project,Specific Investment Loan,,['PK'],1982-05-11,1993-12-31
P010169,40000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010169,NIL,Closed,Irrigation and Drainage,Irrigation Systems Rehabilitation Project,Sector Investment and Maintenance Loan,,['PK'],1982-05-04,1987-12-31
P010168,40000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010168,NIL,Closed,(Historic)Telecommunications and informatics,Telecommunication Project (04),Sector Investment and Maintenance Loan,,['PK'],1982-04-01,1987-06-30
P010164,30000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010164,NIL,Closed,(Historic)Financial sector development,Industrial Development Bank of Pakistan Project (02),Financial Intermediary Loan,,['PK'],1981-11-03,1986-06-30
P010160,41000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010160,NIL,Closed,Irrigation and Drainage,On-farm Water Management Project,Specific Investment Loan,,['PK'],1981-06-16,1985-12-31
P010159,24000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010159,NIL,Closed,(Historic)Research,Agricultural Research Project,Sector Investment and Maintenance Loan,,['PK'],1981-06-02,1987-12-31
P010158,32000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010158,NIL,Closed,(Historic)Agro-industry and marketing,Grain Storage Project,Specific Investment Loan,,['PK'],1981-06-02,1989-12-31
P010156,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010156,NIL,Closed,Vocational training,Vocational Training Project,Specific Investment Loan,,['PK'],1981-03-17,1987-12-31
P010155,30000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010155,NIL,Closed,(Historic)Small scale enterprise,Small Industries Project,Financial Intermediary Loan,,['PK'],1981-03-17,1985-12-31
P010150,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010150,NIL,Closed,(Historic)Agriculture adjustment,Fertilizer Imports Credit Project,Sector Adjustment Loan,,['PK'],1980-09-16,1982-09-30
P010143,40000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010143,NIL,Closed,(Historic)Financial sector development,PICIC Industrial Development Project (11),Financial Intermediary Loan,,['PK'],1980-05-15,1985-03-31
P010138,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010138,NIL,Closed,(Historic)Highways,Highways Project (03),Specific Investment Loan,,['PK'],1980-01-15,1986-06-30
P010137,45000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010137,NIL,Closed,(Historic)Distribution and transmission,POWER - WAPDA Project (03),Sector Investment and Maintenance Loan,,['PK'],1979-12-20,1985-12-31
P010136,30000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010136,NIL,Closed,(Historic)Agricultural credit,Agricultural Development Bank Project (04),Financial Intermediary Loan,,['PK'],1979-11-13,1983-06-30
P010132,9000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010132,NIL,Closed,(Historic)Agricultural extension,Sind Agricultural Extension Project,Specific Investment Loan,,['PK'],1979-05-29,1985-06-30
P010128,10000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010128,NIL,Closed,Primary Education,Primary Education Project,Specific Investment Loan,,['PK'],1979-03-29,1985-06-30
P010127,60000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010127,NIL,Closed,Irrigation and Drainage,Salinity Control and Reclamation Project,Specific Investment Loan,,['PK'],1979-01-23,1992-06-30
P010126,30000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010126,NIL,Closed,(Historic)Oil and gas exploration and development,Toot Oil and Gas Development Project,Specific Investment Loan,,['PK'],1978-12-19,1983-03-31
P010124,55000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010124,NIL,Closed,(Historic)Fertilizer and other chemicals,Fauji Fertilizer Project,Specific Investment Loan,,['PK'],1978-09-05,1982-06-30
P010121,12500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010121,NIL,Closed,(Historic)Agricultural extension,Punjab Extension and Agricultural Development Project,Sector Investment and Maintenance Loan,,['PK'],1978-05-25,1985-06-30
P010118,35000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010118,NIL,Closed,Irrigation and Drainage,Tarbela Project (02) Supplemental,Specific Investment Loan,,['PK'],1978-02-28,1982-06-30
P010115,70000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010115,NIL,Closed,Irrigation and Drainage,Salinity Control and Reclamation Project,Specific Investment Loan,,['PK'],1977-12-06,1992-06-30
P010116,1700000,https://projects.worldbank.org/en/projects-operations/project-detail/P010116,NIL,Closed,Forestry,Hazara Forestry Preinvestment Project,Technical Assistance Loan,,['PK'],1977-12-06,1983-12-31
P010114,3000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010114,NIL,Closed,(Historic)Agriculture adjustment,Hill Farming Technical Development Project,Technical Assistance Loan,,['PK'],1977-11-22,1984-09-30
P010106,55000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010106,NIL,Closed,(Historic)Fertilizer and other chemicals,Fauji Agrico Fertilizer Project,Specific Investment Loan,,['PK'],1977-04-12,1980-12-31
P010105,60000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010105,NIL,Closed,Railways,Railway Project (10),Specific Investment Loan,,['PK'],1977-02-22,1982-12-31
P010104,40000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010104,NIL,Closed,(Historic)Other agriculture,1976 Flood Damage Restoration Project,Emergency Recovery Loan,,['PK'],1977-02-22,1978-12-31
P010103,10000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010103,NIL,Closed,Livestock,Punjab Livestock Project,Specific Investment Loan,,['PK'],1977-02-01,1985-12-31
P010102,15000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010102,NIL,Closed,Primary Education,Education Project (03),Specific Investment Loan,,['PK'],1977-01-25,1983-12-31
P010100,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010100,NIL,Closed,(Historic)Financial sector development,PICIC Project (10),Financial Intermediary Loan,,['PK'],1976-09-14,1981-12-31
P010097,14000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010097,NIL,Closed,Irrigation and Drainage,Drainage and Irrigation Farming Project,Specific Investment Loan,,['PK'],1976-06-24,1985-07-31
P010096,26600000,https://projects.worldbank.org/en/projects-operations/project-detail/P010096,NIL,Closed,(Historic)Urban water supply,Lahore Water Supply Project (02),Sector Investment and Maintenance Loan,,['PK'],1976-05-18,1983-12-31
P010095,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010095,NIL,Closed,(Historic)Economic management,Program Credit Project,Structural Adjustment Loan,,['PK'],1976-05-18,1977-09-30
P010094,23000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010094,NIL,Closed,(Historic)Annual crops,Seeds Project,Specific Investment Loan,,['PK'],1976-03-16,1983-06-30
P010092,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010092,NIL,Closed,(Historic)Distribution and transmission,WAPDA Power Project (02),Sector Investment and Maintenance Loan,,['PK'],1976-02-10,1982-09-30
P010089,8000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010089,NIL,Closed,Irrigation and Drainage,TARBELA DAM SUPPLEME,Emergency Recovery Loan,,['PK'],1975-07-22,
P010087,60000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010087,NIL,Closed,(Historic)Oil and gas transportation,Sui Northern Gas Project (04),Specific Investment Loan,,['PK'],1975-05-08,1982-12-31
P010086,30000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010086,NIL,Closed,(Historic)Financial sector development,National Development Finance Corporation Project,Financial Intermediary Loan,,['PK'],1975-05-06,1981-12-31
P010084,36000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010084,NIL,Closed,(Historic)Telecommunications and informatics,Telecommunication Project (03),Sector Investment and Maintenance Loan,,['PK'],1974-09-05,1979-12-31
P010081,16000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010081,NIL,Closed,Ports/Waterways,Karachi Port Project (04),Specific Investment Loan,,['PK'],1974-05-16,1981-12-31
P010080,35000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010080,NIL,Closed,(Historic)Fertilizer and other chemicals,Multan Fertilizer Project,Specific Investment Loan,,['PK'],1974-05-07,1978-09-30
P010078,35000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010078,NIL,Closed,Irrigation and Drainage,Flood Rehabilitation Program Project,Structural Adjustment Loan,,['PK'],1974-03-12,1977-06-30
P010077,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010077,NIL,Closed,(Historic)Financial sector development,Industrial Investment Project,Financial Intermediary Loan,,['PK'],1973-12-20,1979-06-30
P010076,18000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010076,NIL,Closed,Ports/Waterways,Karachi Port Project (03),Specific Investment Loan,,['PK'],1973-06-28,1981-06-30
P010075,45000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010075,NIL,Closed,(Historic)Economic management,Industrial Imports Project (02),Structural Adjustment Loan,,['PK'],1973-06-07,1974-09-30
P010071,50000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010071,NIL,Closed,(Historic)Economic management,Industrial Imports Program Project,Structural Adjustment Loan,,['PK'],1972-06-27,1973-09-30
P010068,23000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010068,NIL,Closed,(Historic)Distribution and transmission,Power Project - WAPDA,Specific Investment Loan,,['PK'],1970-08-11,1978-12-31
P010067,19200000,https://projects.worldbank.org/en/projects-operations/project-detail/P010067,NIL,Closed,(Historic)Oil and gas transportation,Sui Northern Gas Project (03),Specific Investment Loan,,['PK'],1970-06-16,1974-12-31
P010066,8000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010066,NIL,Closed,Tertiary Education,Engineering Education Project,Specific Investment Loan,,['PK'],1970-06-16,1979-12-31
P010065,15000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010065,NIL,Closed,(Historic)Telecommunications and informatics,Telecommunication Project (02),Sector Investment and Maintenance Loan,,['PK'],1970-05-19,1975-12-31
P010064,1000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010064,NIL,Closed,Ports/Waterways,Karachi Port Engineering Project,Technical Assistance Loan,,['PK'],1970-04-21,1973-12-31
P010063,18700000,https://projects.worldbank.org/en/projects-operations/project-detail/P010063,NIL,Closed,(Historic)Financial sector development,Industrial Development Bank Project,Financial Intermediary Loan,,['PK'],1970-02-10,1977-12-31
P010056,30000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010056,NIL,Closed,(Historic)Agricultural credit,Agricultural Development Bank Project (03),Financial Intermediary Loan,,['PK'],1969-06-24,1975-12-31
P010057,14500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010057,NIL,Closed,Railways,Pakistan Railway Project (09),Specific Investment Loan,,['PK'],1969-06-24,1978-06-30
P010055,8000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010055,NIL,Closed,(Historic)Oil and gas transportation,Sui Northern Gas Project (02),Specific Investment Loan,,['PK'],1969-05-06,1972-06-30
P010054,22000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010054,NIL,Closed,(Historic)Financial sector development,Industrial Credit and Investment Project (08),Financial Intermediary Loan,,['PK'],1969-03-18,1976-09-30
P010053,8700000,https://projects.worldbank.org/en/projects-operations/project-detail/P010053,NIL,Closed,(Historic)Telecommunications and informatics,Telecommunication Project,Sector Investment and Maintenance Loan,,['PK'],1969-03-04,1974-12-31
P010052,35000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010052,NIL,Closed,(Historic)Highways,West Pakistan Highway Project (02),Specific Investment Loan,,['PK'],1968-11-26,1972-12-31
P010049,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010049,NIL,Closed,Irrigation and Drainage,Tarbela Dam Project,Specific Investment Loan,,['PK'],1968-07-02,1977-12-31
P010050,32000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010050,NIL,Closed,(Historic)Fertilizer and other chemicals,Dawood Hercules Fertilizer Project,Specific Investment Loan,,['PK'],1968-07-02,1972-06-30
P010047,10000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010047,NIL,Closed,(Historic)Agriculture adjustment,Agricultural Development Bank Project (02),Financial Intermediary Loan,,['PK'],1968-06-13,1970-12-31
P010045,21800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010045,NIL,Closed,(Historic)Other finance,Industrial Credit and Investment Project (07),Financial Intermediary Loan,,['PK'],1967-08-10,1971-12-31
P010044,13500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010044,NIL,Closed,Railways,Pakistan Western Railway Project,Specific Investment Loan,,['PK'],1967-05-26,1970-12-31
P010043,1800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010043,NIL,Closed,(Historic)Urban water supply,Lahore Water Supply and Sewerage Project,Sector Investment and Maintenance Loan,,['PK'],1967-05-12,1972-05-31
P010042,21500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010042,NIL,Closed,(Historic)Thermal,Karachi Power Project (04),Specific Investment Loan,,['PK'],1967-03-15,1971-06-30
P010041,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010041,NIL,Closed,(Historic)Trade policy reform,Industrial Import Project,Structural Adjustment Loan,,['PK'],1966-12-23,1968-03-31
P010040,1000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010040,NIL,Closed,(Historic)Highways,Highway Engineering Project,Technical Assistance Loan,,['PK'],1966-08-22,1970-03-31
P010039,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010039,NIL,Closed,(Historic)Economic management,Commercial Road Vehicles Project,Structural Adjustment Loan,,['PK'],1966-01-13,1967-10-31
P010038,20600000,https://projects.worldbank.org/en/projects-operations/project-detail/P010038,NIL,Closed,(Historic)Other finance,Industrial Credit and Investment Project (06),Financial Intermediary Loan,,['PK'],1965-07-09,1970-12-31
P010037,27000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010037,NIL,Closed,(Historic)Agriculture adjustment,Agricultural Development Bank Project,Financial Intermediary Loan,,['PK'],1965-06-30,1969-06-30
P010036,100000,https://projects.worldbank.org/en/projects-operations/project-detail/P010036,NIL,Closed,Ports/Waterways,INLAND WATER TRANSPO,Specific Investment Loan,,['PK'],1964-08-26,
P010035,58500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010035,NIL,Closed,Irrigation and Drainage,Indus Basin Project,Specific Investment Loan,,['PK'],1964-07-21,1973-09-30
P010034,27800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010034,NIL,Closed,(Historic)Other finance,Industrial Credit and Investment Project (05),Financial Intermediary Loan,,['PK'],1964-06-30,1969-06-30
P010033,25000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010033,NIL,Closed,Railways,Western Railways Project,Specific Investment Loan,,['PK'],1964-06-24,1969-03-31
P010032,17000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010032,NIL,Closed,(Historic)Highways,West Pakistan Highway Project,Specific Investment Loan,,['PK'],1964-06-11,1972-12-31
P010030,15000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010030,NIL,Closed,(Historic)Oil and gas transportation,Sui Northern Gas Project,Specific Investment Loan,,['PK'],1964-05-14,1967-12-31
P010031,17000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010031,NIL,Closed,Ports/Waterways,Karachi Port Project (02),Specific Investment Loan,,['PK'],1964-05-14,1974-06-30
P010029,8500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010029,NIL,Closed,Tertiary Education,West Pakistan Education Project,Specific Investment Loan,,['PK'],1964-03-25,1976-12-31
P010027,12800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010027,NIL,Closed,(Historic)Water supply and sanitation adjustment,DACCA WATER & SEWERA,Sector Investment and Maintenance Loan,,['PK'],1963-08-16,
P010028,17000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010028,NIL,Closed,(Historic)Water supply and sanitation adjustment,CHITTAGONG WATER & S,Sector Investment and Maintenance Loan,,['PK'],1963-08-16,
P010026,3900000,https://projects.worldbank.org/en/projects-operations/project-detail/P010026,NIL,Closed,Irrigation and Drainage,CHANDPUR IRRIGATION,Specific Investment Loan,,['PK'],1963-07-26,
P010025,20000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010025,NIL,Closed,(Historic)Other finance,Industrial Credit Project (04),Financial Intermediary Loan,,['PK'],1963-02-13,1967-12-31
P010024,6500000,https://projects.worldbank.org/en/projects-operations/project-detail/P010024,NIL,Closed,(Historic)Small scale enterprise,Industrial Estates Project,Financial Intermediary Loan,,['PK'],1962-11-02,1968-04-30
P010023,2000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010023,NIL,Closed,Railways,RAILWAY V,Specific Investment Loan,,['PK'],1962-09-14,
P010022,18300000,https://projects.worldbank.org/en/projects-operations/project-detail/P010022,NIL,Closed,Railways,Railways Project (04),Specific Investment Loan,,['PK'],1962-09-14,1965-12-31
P010021,18000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010021,NIL,Closed,Irrigation and Drainage,Khairpur Groundwater and Salinity Project,Specific Investment Loan,,['PK'],1962-06-29,1971-06-30
P010020,400000,https://projects.worldbank.org/en/projects-operations/project-detail/P010020,NIL,Closed,Ports/Waterways,INLAND PORTS,Specific Investment Loan,,['PK'],1961-11-22,
P010019,200000,https://projects.worldbank.org/en/projects-operations/project-detail/P010019,NIL,Closed,Irrigation and Drainage,DACCA IRRIGATION,Specific Investment Loan,,['PK'],1961-10-19,
P010018,15000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010018,NIL,Closed,(Historic)Other finance,Industrial Credit Project (03),Financial Intermediary Loan,,['PK'],1961-06-27,1967-06-30
P010016,90000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010016,NIL,Closed,Irrigation and Drainage,Indus Basin Multi-Purpose Project,Specific Investment Loan,,['PK'],1960-09-19,1975-12-31
P010015,11900000,https://projects.worldbank.org/en/projects-operations/project-detail/P010015,NIL,Closed,Railways,Railway Project (03),Specific Investment Loan,,['PK'],1959-11-30,1966-06-30
P010014,10000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010014,NIL,Closed,(Historic)Other finance,Industrial Credit Project (02),Financial Intermediary Loan,,['PK'],1959-09-25,1965-12-31
P010013,2400000,https://projects.worldbank.org/en/projects-operations/project-detail/P010013,NIL,Closed,(Historic)Thermal,Karachi Power Project (03),Specific Investment Loan,,['PK'],1959-08-13,1976-12-31
P010011,14000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010011,NIL,Closed,(Historic)Thermal,Karachi Power Project (02),Specific Investment Loan,,['PK'],1958-04-23,1965-12-31
P010010,4200000,https://projects.worldbank.org/en/projects-operations/project-detail/P010010,NIL,Closed,(Historic)Other finance,Industrial Credit and Investment Project,Financial Intermediary Loan,,['PK'],1957-12-17,1963-12-31
P010009,31000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010009,NIL,Closed,Railways,Railway Project (02),Specific Investment Loan,,['PK'],1957-10-18,1963-12-31
P010008,14800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010008,NIL,Closed,Ports/Waterways,Karachi Port East Wharves Project,Specific Investment Loan,,['PK'],1955-08-04,1963-12-31
P010007,4200000,https://projects.worldbank.org/en/projects-operations/project-detail/P010007,NIL,Closed,(Historic)Other industry,Paper Mill Project,Specific Investment Loan,,['PK'],1955-08-04,1956-07-15
P010006,13800000,https://projects.worldbank.org/en/projects-operations/project-detail/P010006,NIL,Closed,(Historic)Thermal,Karachi Power Project,Specific Investment Loan,,['PK'],1955-06-20,1959-12-31
P010004,14000000,https://projects.worldbank.org/en/projects-operations/project-detail/P010004,NIL,Closed,(Historic)Oil and gas transportation,Sui Gas Project,Specific Investment Loan,,['PK'],1954-06-02,1955-12-31
P010003,3300000,https://projects.worldbank.org/en/projects-operations/project-detail/P010003,NIL,Closed,(Historic)Agriculture adjustment,Agricultural Machinery Project,Sector Investment and Maintenance Loan,,['PK'],1952-06-13,1956-09-01
P010002,27200000,https://projects.worldbank.org/en/projects-operations/project-detail/P010002,NIL,Closed,Railways,Railway Project,Specific Investment Loan,,['PK'],1952-03-27,1960-12-31
P128096,0,https://projects.worldbank.org/en/projects-operations/project-detail/P128096,NIL,Closed,Primary Education,Pakistan: Promoting Girls' Education in Balochistan (PGEB),Emergency Recovery Loan,"Secondary Education Department, Govt. of Balochistan",['PK'],,2015-06-30
